# C0 translation review sheet generated from the verified catalog.
# id	offset	slot length	category	priority	duplicate of	translation	Japanese
C0-06D22C	0x06D22C	0x00C5	event-dialogue	P2		translated	[DFT][PAL:02] すばらしき我が日常\n     第二卷\n\n [KATAKANA]ポリンキー[HIRAGANA]はくしゃく·著[FIN]┌今日 客人がおとずれてきた\n いつぞや 森で出会った\n あの ふしぎな少年によく似た\n 金色のかみの 青年である[FIN] からくり造りが得意というので\n これから建てる [PAL:03]時計塔[PAL:02]の\n 設計を 彼にたのむことにした\n 完成が 楽しみである˳┘[PAL:00]
C0-06D2F2	0x06D2F2	0x013F	event-dialogue	P2		translated	[DFT][PAL:02] すばらしき我が日常\n     第三卷\n\n [KATAKANA]ポリンキー[HIRAGANA]はくしゃく·著[FIN]┌[KATAKANA]ラスク君[HIRAGANA]の作った 時計塔が\n ついに 完成した\n おおいに 満足できるできだ[FIN] 時計塔の 最上階には\n 時計が回ると 動き出す\n しかけ人形を 置いてくれた\n 金色のかみをしたかわいい人形だ[FIN] 私は この人形に\n[PAL:03] [KATAKANA]マームラナ[HIRAGANA][PAL:02]と 名をつけた\n[PAU:14] [KATAKANA]イゴール[HIRAGANA]は 変な顔をしていた\n[PAU:14] しっけいな![FIN] ところで[KATAKANA]ラスク君[HIRAGANA]は 美しい石を\n 我がやしきに かくしたいという\n そこで 私は···[PAU:3C]おっと\n[PAU:1E] ここで書いては 意味がない˳┘[PAL:00]
C0-06D432	0x06D432	0x0107	event-dialogue	P2		translated	[DFT][PAL:02] すばらしき我が日常\n     第四卷\n\n [KATAKANA]ポリンキー[HIRAGANA]はくしゃく·著[FIN]┌実に この世には\n 不可解なことが 多いものだ\n 肉体がはてた 今も\n 私は こうして書を記している[FIN] 私は [KATAKANA]ラスク君[HIRAGANA]の石を\n あの中に かくすべきではなかった\n 化け物と化したあれのことを思うと\n 安らかに ねむることもできぬ[FIN] たしか[KATAKANA]ラスク君[HIRAGANA]は あの石を\n 少年が 取りにくると言っていた\n その少年とやらは あの化け物を\n 退治できるのであろうか˳┘
C0-06D582	0x06D582	0x0012	npc-dialogue	P3		pending	[DFT]\n 時を忘れた 時計塔\n
C0-06D595	0x06D595	0x0022	npc-dialogue	P3		pending	[DFT]\n 未来とは 決められたものでなく\n 作り出すものである
C0-06D5B8	0x06D5B8	0x0015	npc-dialogue	P3		pending	[DFT]\n 時をきざむ 人形たちの部屋
C0-06D5CE	0x06D5CE	0x001C	npc-dialogue	P3		pending	[DFT]\n 時をえる者は さかえ\n 失うものは ほろびる
C0-06D5EB	0x06D5EB	0x0013	npc-dialogue	P3		pending	[DFT]\n 時は えがたくして失いやすし
C0-06D5FF	0x06D5FF	0x0010	npc-dialogue	P3		pending	[DFT]\n [KATAKANA]ブレーカー室入口[HIRAGANA]
C0-06D6D0	0x06D6D0	0x00C0	event-dialogue	P2		translated	[DF4]ようこそ おいでくださいました\nいえ [PAU:1E]あなた樣がおいでになるのは\nよおっく 知っておりましたですよ[FIN]もうしおくれました\nわたくしの名は [PAL:02][KATAKANA]イゴール[HIRAGANA]\n[PAL:00][PAU:14]この館の 主であらせられる\n[PAL:02][KATAKANA]ポリンキー[HIRAGANA][PAL:00]樣に 仕えております[FIN]ささ おつかれになったでしょう\nお部屋を 用意いたしましたので\nまずは お休みくださいませ\nご案内 いたしましょう˳
C0-06D8EE	0x06D8EE	0x0038	npc-dialogue	P3		pending	[DF4]ぅ[DFT]どうぞ こちらのお部屋で\nおやすみになってください\n[PAU:1E]まずは ゆっくりと\nおやすみになることですよ˳
C0-06D927	0x06D927	0x001E	npc-dialogue	P3		pending	[DFT]ほっほっほっほっ\n[PAU:1E]お客樣\nこちらで ございますよ˳
C0-06DAFA	0x06DAFA	0x002C	npc-dialogue	P3		pending	[DFT]おや···これは···\n[PAU:1E]もうしわけございませんが\nお部屋に おもどりください˳
C0-06DB27	0x06DB27	0x006C	event-dialogue	P2		translated	[DFT]だんな樣\n[PAU:1E][PAL:02][KATAKANA]ラスク樣[HIRAGANA][PAL:00]がおっしゃっていたのは\nあの方のことでしょうか?[FIN][PAL:02][NXT]ぞ···[NXT]がどうであろうな?\n[PAU:1E]いずれにせよ 我々は\nお手なみ拝見を きめこむことと\nいたそうではないか˳
C0-06DB94	0x06DB94	0x0013	npc-dialogue	P3		pending	[DFT][PAL:03]きゃ[KATAKANA]ーーーーーーーー[HIRAGANA]っ![PAL:00]
C0-06DC7D	0x06DC7D	0x0059	event-dialogue	P2		translated	[DFT][NXT]ぅ[DFT][E2:043E]?[PAU:1E]この部屋から\n人の声が 聞こえたですって?[FIN]なに 言ってるの\nだれも いないじゃない\nほら 変なこと言ってないで\n早く おうちに帰るのよ˳
C0-06DCD7	0x06DCD7	0x006B	event-dialogue	P2		translated	[DFT][E2:043B]たしは ここで取材をするの\nどうもこのやしきは あやしいわ\n[PAU:1E]まあ [PAU:1E]事件記者の[KATAKANA]カン[HIRAGANA]ってやつね[FIN]さあさあ\n[PAU:1E]いいから君は 早く帰りなさい\n[KATAKANA]ハッカー[HIRAGANA]に 気をつけて帰るのよ˳
C0-06DD84	0x06DD84	0x0023	npc-dialogue	P3		pending	[DFT][E2:0458]らほら\nあたしの 仕事のじゃまよっ\nはやく 帰りなさい˳
C0-06DDA8	0x06DDA8	0x0017	npc-dialogue	P3		pending	[DFT][E2:0460]り道しないで\nちゃんと 帰るのよ!
C0-06DDD4	0x06DDD4	0x002C	npc-dialogue	P3		pending	[DFT][DEC:6B023450][CMD:FF]ぐきEぐ[WAI]ぐぐかぎぐ[CLR]にがぐぽ[CMD:F2][DEC:023350FF]教[DFT]\n···········?
C0-06DE67	0x06DE67	0x00C1	event-dialogue	P2		translated	[CLR][BYTE:B4]がぐ名ぐ[BYTE:97]ぐぽI[ESC]ぐ[CLR]れがぐだや技ぼそがじがべげぐ[CB]ぅ[DFT]···では この石を\n我が やしきのいずこかに\nかくしてほしいと言うわけか?\n[PAL:02][KATAKANA]ラスク君[HIRAGANA]?[FIN]お手数かけます はくしゃく\nこのやしきの中でなら\n安全だと思いまして···[FIN][PAL:00]なに 気にやむことはない\nそなたには 世話にもなっておる\nそれに 今 ちょうどいい\nかくし場所を 思いついた˳
C0-06DF29	0x06DF29	0x0021	npc-dialogue	P3		pending	[DFT][PAL:02][NXT]ず······[NXT]がおや···\n[PAU:1E]···きみは···?[PAL:00]
C0-06E077	0x06E077	0x000B	npc-dialogue	P3		pending	[DFT]\nわん!わん!わん!
C0-06E0BE	0x06E0BE	0x0018	npc-dialogue	P3		pending	[DFT][E2:020A]っ星ぐぽつ[E3:6B]ぐぽに[E3:6B][DFT]きゃんきゃん
C0-06E0D7	0x06E0D7	0x0074	event-dialogue	P2		translated	[DFT]むむむむ???\nお前\n[KATAKANA]オレ[HIRAGANA]のことばがわかるの[KATAKANA]キャン[HIRAGANA]?[FIN]え?[KATAKANA]カギ[HIRAGANA]?\n···お前は ご主人樣を\n助けてくれたから\n特別に おしえてやる[KATAKANA]ワン[HIRAGANA][FIN]この 井戸のまわりを\nよおっく 調べてみるんだ[KATAKANA]ワン[HIRAGANA]!
C0-06E150	0x06E150	0x008C	event-dialogue	P2		translated	[DFT]あの [KATAKANA]カギ[HIRAGANA]を持っていたやつらが\nご主人樣を 井戸に落とした[KATAKANA]ワン[HIRAGANA]\nしかえしに 困らせて\nやったんだ[KATAKANA]ワンワン[HIRAGANA]![FIN]あいつらは [PAL:02]時計塔[PAL:00]に\nさがしものがあると 言ってた[KATAKANA]ワン[HIRAGANA]\nこの[KATAKANA]カギ[HIRAGANA]は きっと\n時計塔のものに ちがいない[KATAKANA]ワン[HIRAGANA]˳
C0-06E223	0x06E223	0x0060	event-dialogue	P2		translated	[DLY:A9]がぎばじぐだゃ技Sに[CMD:FF]ぐ[STR:E2E186]ぅぐぽへ[CMD:E2]師[DFT] [NAM:00]は\n[PAL:02] [KATAKANA]カギ[HIRAGANA][PAL:00]を 手に入れた![TER][DFT] [NAM:00]は \n[PAL:02] [KATAKANA]カギ[HIRAGANA][PAL:00]を みつけた!\n[PAU:3C] だが 持ち物がいっぱいだった˳
C0-06E339	0x06E339	0x00FB	event-dialogue	P2		translated	[DFT][E2:1481]へ人よ さきほどの\nそなたのかつやくには\nまことに 感謝いたす[TPL:D7]時に 井戸の中はよく調べたか?\n[PAL:02]光のもとで よく見れば\n[PAL:00]新たな道が 開けることもあろう[FIN]その先で そなたの知りあいの\n娘が 助けをまっておるぞ[TPL:D7]必要とあらば\nこの おくの部屋へ入られよ\nそなたならば [KATAKANA]ラスク[HIRAGANA]の遺產を\n使うことができよう[FIN]そして 客人よ\n[PAU:1E][PAL:02]人形[PAL:00]には 気をつけられよ\nあれは 不思誄な力をもって\nわざわいを もたらすものだ˳
C0-06E468	0x06E468	0x00F4	event-dialogue	P2		translated	[DFT][E2:1459]たお会いしたな 客人\nさて 先の件は\nお考え いただけたか?[FIN][JMP][CMD:F7][CMD:E4][DFT]ようこそ 客人\n[PAU:1E]わたしは この館の主で\n[PAU:1E][PAL:02][KATAKANA]ポリンキー[HIRAGANA]はくしゃく[PAL:00]と もうす者[FIN]ところで 客人\n[PAU:1E]この部屋に [PAL:02]白きまもの[PAL:00]が入りこみ\n困っておるのだ[FIN]この部屋の中の [PAL:02]白きまもの[PAL:00]を\n連れさっては くれぬだろうか?\n おやすいご用です\n やなこったい[TER][CLR][E2:143F]お!それは大いに\n感謝せねばなるまい\n[PAU:1E]ささ [PAU:1E]中に入られよ˳
C0-06E55D	0x06E55D	0x0021	npc-dialogue	P3		pending	[CLR][E2:147E]··さようか\nいささか いかんではあるが\nしかたあるまい˳
C0-06E662	0x06E662	0x003F	npc-dialogue	P3		pending	[DFT][PAL:02]戦闘員A:\n[PAL:00]···でさあ\n[PAU:1E]おれ [PAU:1E]見ちゃったんだよね···\n[PAL:02]人形[PAL:00]が步いているのを···˳
C0-06E6A2	0x06E6A2	0x0035	npc-dialogue	P3		pending	[DFT][PAL:02]戦闘員B:\n[PAL:00][KATAKANA]オレ[HIRAGANA]なんか\n[PAU:1E]だ[KATAKANA]ー[HIRAGANA]れもいないのに\n声がするのを 聞いたよ···˳
C0-06E6D8	0x06E6D8	0x0039	npc-dialogue	P3		pending	[DFT][PAL:02]戦闘員C:\n[PAL:00]ぼくはね[KATAKANA]ー[HIRAGANA]っ\n[PAU:1E]黒い[KATAKANA]マント[HIRAGANA]の男が\nふっ[PAU:3C]と 消えたのを見た···˳
C0-06E712	0x06E712	0x0066	event-dialogue	P2		translated	[DFT][PAL:02]戦闘員A:\n[PAL:00]この上で 見張りをしているやつも\nすっかり こわがっちゃってさあ[FIN]さっきなんか いたずらして\n[PAL:02][KATAKANA]ブレーカー[HIRAGANA]の[KATAKANA]スイッチ[HIRAGANA][PAL:00]を\n消したら 泣きそうになってたよ˳
C0-06E78E	0x06E78E	0x002D	npc-dialogue	P3		pending	[DFT][E2:083D]るさいなあ [PAU:1E]今 こわい話で\nもりあがってるんだから\nじゃま しないでよっ!
C0-06E8BB	0x06E8BB	0x00B6	event-dialogue	P2		translated	[DFT][E2:043B]らっ?まだいたの?\nえ?[KATAKANA]ブレーカー[HIRAGANA]を操作したのは\n君だったの?[FIN]あっ![PAU:1E]こうしちゃいられないわ\n今の奴ら [KATAKANA]パセリ[HIRAGANA]をさがしてるのよ\n[KATAKANA]パセリ[HIRAGANA]に あいつらの\n[KATAKANA]カギ[HIRAGANA]を 持っていかれたんだって[FIN][KATAKANA]パセリ[HIRAGANA]を 見つければ\nあいつらの目的が わかるかも\n[PAU:1E][KATAKANA]フラボノ[HIRAGANA]さんを さがさなきゃ!\n[PAU:1E][KATAKANA]フラボノ[HIRAGANA]さ[KATAKANA]ーーーーーー[HIRAGANA]んっ!
C0-06EA2C	0x06EA2C	0x0105	event-dialogue	P2		translated	[DF4][E2:044B]ょっとぉ!\nこんな所にとじこめて どうする気?\nあんたたち 何が目的なの?[TPL:D8]うるさい おねえちゃんだねえ!\nさがしものが見つかったら\n帰してあげるから\nおとなしくしてなさい[FIN]君みたいのが うろうろしてたら\n仕事が やりづらいのっ!\nただでさえ このやしきは\n樣子が変なのに···[TPL:D8][E2:047E]··ふうん\nおばけが こわいの?\nいがいと 弱虫なのね[TPL:D8]···そ·それはぁ···\n[PAU:3C]いいから おとなしくしてなさい!\nああ[PAU:1E] いやな[KATAKANA]タイプ[HIRAGANA]の娘の\n見張りを させられちゃったなあ˳
C0-06EBCE	0x06EBCE	0x00BA	event-dialogue	P2		translated	[DFT][E2:0F5E]れやれ 助かったよ\nくわしい話は後だ\n[KATAKANA]パセリ[HIRAGANA]をさがしてくれ[FIN]あいつはどうやら\nさっきの奴らから\n[PAL:02]時計塔の[KATAKANA]カギ[HIRAGANA][PAL:00]を うばったらしい[FIN]あいつらが あわてている所を見るとひょっとすると\n[E2:004E]\n關係しているかもしれん[FIN][JMP]は[CMD:EC][DFT][E2:0FD4]ぱせり[HIRAGANA]はひろったものをかくすのが\n好きでな あいつと話でもできれば\n場所がわかるのに···˳
C0-06EC89	0x06EC89	0x0072	event-dialogue	P2		translated	[DFT][E2:0F4F]に?[KATAKANA]カギ[HIRAGANA]が見つかった?\nそれは よかった!\nそういえば さっき[FIN]記者の おじょうさんが来てな\nみょうな人形が 時計塔の中に\n消えたのを見たと言っていたが\n[PAU:14]···一体 なんのことだか˳
C0-06EDC4	0x06EDC4	0x00B0	event-dialogue	P2		translated	[DFT][E2:085E]いやい じいさん\nあの[PAL:02]犬[PAL:00]は どこに行った?\n[PAU:1E]すなおに 教えないと\n痛い目見ちゃうぞ![FIN][E2:0F58]お···[PAU:32]痛い目と言うのは\nうおの目の しんせきかな?[FIN][E2:083C]·痛い目って言うのは···\n[PAU:3C][NXT]ず················\n[PAU:1E]···ば·[PAU:1E][NXT]がばかにしてるだろうっ![TPL:D7]\nんっ?[PAU:1E]なんだ お前はっ!
C0-06EE75	0x06EE75	0x0035	npc-dialogue	P3		pending	[DFT][E2:083B]やしい奴めっ!\n[PAU:1E]お前から 先に痛い目見せてやる\nほんとにほんとに 痛いからなっ!
C0-06EEAB	0x06EEAB	0x00D2	event-dialogue	P2		translated	[DFT][E2:0855][KATAKANA]ー[HIRAGANA]っ おみそれしましたっ!\nたしかに 痛い目見ましたあっ!\n命ばかりは お助けを[KATAKANA]ー[HIRAGANA]っ[FIN]なんでも お話ししますから\nゆるしてくださいっ!\n 君たちの 目的はなんだ!?\n 男は だまって見のがすのさ[TER][CLR]わ[KATAKANA]ー[HIRAGANA]んっ おいらは\n[KATAKANA]ハッカー[HIRAGANA]の司令官の\n[PAL:02][KATAKANA]ブラックモア[HIRAGANA][PAL:00]さまに命令されて[FIN][E2:006E]て石を\nさがしにきただけなんですぅ\n後のことは 何も知りませ[KATAKANA]ー[HIRAGANA]ん!
C0-06EF7E	0x06EF7E	0x0025	npc-dialogue	P3		pending	[CLR][E2:0858]·ほんとうですか!?\nじ···じゃあ\nそこを どいてくれませんか?
C0-06F084	0x06F084	0x007D	event-dialogue	P2		translated	[DFT]この お[KATAKANA]ヤシキ[HIRAGANA]は\n[KATAKANA]マチガッタ[HIRAGANA] 時を[KATAKANA]キザンデ[HIRAGANA]ます\nご主人[KATAKANA]サマ[HIRAGANA]は [KATAKANA]ソレ[HIRAGANA]を悲しんで\n[KATAKANA]ユックリ[HIRAGANA]お休みに[KATAKANA]ナレナイ[HIRAGANA]のです[FIN][KATAKANA]ソレ[HIRAGANA]も 人形に[KATAKANA]カクサレタ[HIRAGANA]\n[KATAKANA]フシギ[HIRAGANA]な 石の[KATAKANA]チカラ[HIRAGANA]の[KATAKANA]セイ[HIRAGANA]\n[KATAKANA]ナノダ[HIRAGANA]そうです˳
C0-06F102	0x06F102	0x0043	npc-dialogue	P3		pending	[DFT][KATAKANA]ユウレイ[HIRAGANA]には [KATAKANA]ワザ[HIRAGANA]や[KATAKANA]ケン[HIRAGANA]が\n[KATAKANA]キカナイモノ[HIRAGANA]が [KATAKANA]オオイ[HIRAGANA]そうです\nちかづいて [KATAKANA]コウゲキ[HIRAGANA]するのも\n[KATAKANA]キケン[HIRAGANA]ですよ˳
C0-06F146	0x06F146	0x0096	event-dialogue	P2		translated	[DFT][KATAKANA]アナタ[HIRAGANA]は [KATAKANA]ワタシ[HIRAGANA]を作った方に\nとても[KATAKANA]ニテイマス[HIRAGANA]\n[KATAKANA]ワタシ[HIRAGANA]は その[KATAKANA]ムカシ[HIRAGANA]\nご主人[KATAKANA]サマ[HIRAGANA]に [KATAKANA]モラワレ[HIRAGANA]ました[FIN]ご主人[KATAKANA]サマ[HIRAGANA]は [KATAKANA]ワタシ[HIRAGANA]に\n[KATAKANA]コトバ[HIRAGANA]を [KATAKANA]オシエテクレ[HIRAGANA]ました\n[KATAKANA]ダカラ[HIRAGANA] [KATAKANA]ワタシ[HIRAGANA]は ご主人[KATAKANA]サマ[HIRAGANA]を\n[KATAKANA]ココ[HIRAGANA]で [KATAKANA]オマモリシテイルノ[HIRAGANA]です˳
C0-06FB83	0x06FB83	0x0230	event-dialogue	P2		translated	[CLR]裝置[TER]南の島のなんでも屋[TER]   下水路[TER]  町長會受付[TER]   町長室[TER]   町長會[TER]   雪山港[TER]    雪山[TER][KATAKANA]ハッカー航空幽地入口[HIRAGANA][TER] [KATAKANA]ハッカー航空幽地[HIRAGANA][TER]   設計室[TER] [KATAKANA]ハッカー要塞入口[HIRAGANA][TER]  [KATAKANA]ハッカー要塞[HIRAGANA][TER]   作戦室[TER] [KATAKANA]ドクター[HIRAGANA]G実驗室[TER]  水路操作室[TER]   会誄室[TER]  かんきん部屋[TER]   司令室[TER]  [KATAKANA]レーザー室[HIRAGANA][TER][KATAKANA]マザーコンピューター[HIRAGANA][TER]  [KATAKANA]ポロン[HIRAGANA]の家[TER] はくしゃくの館[TER]   宇宙船[TER] 楽しい日本語教室 [TER]   [KATAKANA]キララ星[HIRAGANA][TER]  [KATAKANA]ショコラ星[HIRAGANA][TER][KATAKANA]ショコラ星[HIRAGANA]ひなん所[TER] [KATAKANA]ショコラ星研究室[HIRAGANA][TER] [KATAKANA]ショコラ星司令室[HIRAGANA][TER] [KATAKANA]ショコラ星居住区[HIRAGANA][TER]  [KATAKANA]メタルアイアン号[HIRAGANA][TER]  [KATAKANA]ショコラ星宇宙船[HIRAGANA][TER] [KATAKANA]ハッカー宇宙要塞[HIRAGANA][TER]   貨物室[TER]  兵士休息所[TER][KATAKANA]エレベーター動力室[HIRAGANA][TER]   ろうや[TER]    倉庫[TER]  [KATAKANA]ガトー[HIRAGANA]の部屋[TER]  [KATAKANA]ゴミ処理場[HIRAGANA][TER] [KATAKANA]エンジンルーム[HIRAGANA][TER] 宇宙要塞中心部[TER][DFT]···あっ!ねずみだっ!\nこいつぅ まて[KATAKANA]ー[HIRAGANA]っ!
C0-06FDB4	0x06FDB4	0x0010	npc-dialogue	P3		pending	[DFT][KATAKANA]ネズミ[HIRAGANA]かぁ かわいいなあ˳
C0-07808E	0x07808E	0x0032	npc-dialogue	P3		pending	[DFT][E2:0F81]Wった時は 相談してくれ\nだてに 年はとっておらん\n力になれることも あるだろう˳
C0-0780C1	0x0780C1	0x00A2	event-dialogue	P2		translated	[DFT][E2:0FC2]がくん\nうわさは 聞いたよ\n[KATAKANA]ティアトロン[HIRAGANA]のこともな[FIN]しかし 町長が[KATAKANA]ティアトロン[HIRAGANA]を\nねらうなんて どうもおかしい\nわしは 今の町長は\nにせものではないかと思うのだ[FIN]君は [PAL:02]町長の苦手なもの[PAL:00]を\n知らんか?\nそれを利用すれば 町長の正体を\nうまく あばけるかもしれんぞ˳
C0-078164	0x078164	0x008E	event-dialogue	P2		translated	[DFT][E2:0F60]うやく おちついて\n話をすることが できるな[FIN]まずは 君のとうさんのことを\n話しておかないと いかんな···\n[PAU:1E]いいか [NAM:00]くん\nおちついて よくきいておくれ[FIN]あれは 数日前のこと···\nわしと 君のとうさんは\n[E2:0045]がしの\n旅に 出たばかりだった···˳
