# English physical dialogue catalog; translation fields are intentionally blank until review.
record_id	region	start_offset	terminator_offset	length_without_terminator	raw_hex	control_summary	ascii_chars	line_breaks	page_breaks	has_highlight	classification	english	korean_translation	translation_status	required_hangul	missing_hangul	length_delta
EN-06BCDF	main-dialogue-2	0x06BCDF	0x06BD17	56	D7 20 C2 00 20 72 65 63 65 69 76 65 64 20 C3 02 E3 59 32 C3 00 21 DC 00 CC D7 20 C2 00 20 E3 2F C3 02 E3 59 32 21 CD C3 00 20 E3 22 E3 4B E3 16 6E 6F 20 72 6F 6F 6D 2E	00:5 02:2 16:1 C2:2 C3:4 CC:1 CD:1 D7:2 DC:1 E3:6	31	1	0	True	confirmed-record	[TOP] [NAME] received [YELLOW][E3]Y2[/HIGHLIGHT]![DC][00][CC][TOP] [NAME] [E3]/[YELLOW][E3]Y2!\n[/HIGHLIGHT] [E3]"[E3]K[E3][16]no room.		pending			
EN-06BD18	main-dialogue-2	0x06BD18	0x06BD44	44	D7 C3 03 4E 6F 21 CD C9 3C 49 20 E3 14 E3 7B 66 6F 72 6D 20 E3 1F 61 CD 62 6F 72 69 6E 67 20 64 6F 6C 6C 20 62 75 74 2E 2E 2E C3 00	00:1 03:1 14:1 1F:1 C3:2 C9:1 CD:2 D7:1 E3:3	31	2	0	True	confirmed-record	[TOP][PINK]No!\n[C9]<I [E3][14][E3]{form [E3][1F]a\nboring doll but...[/HIGHLIGHT]		pending			
EN-06BFE4	main-dialogue-2	0x06BFE4	0x06C060	124	D7 E0 04 49 20 E3 58 74 68 61 74 21 CD 41 6E 20 65 78 63 6C 75 73 69 76 65 21 D1 41 20 73 74 E3 78 63 61 6C 6C 65 64 20 74 68 65 CD E0 00 20 69 73 20 74 68 65 CD 67 6F 61 6C 20 6F 66 20 E3 00 48 61 63 6B 65 72 73 21 3F CD E3 19 61 20 73 63 6F 6F 70 21 D1 E3 06 67 6F 20 E3 3E E3 08 77 72 69 74 65 CD 61 6E 20 61 72 74 69 63 6C 65 20 69 6D 6D 65 64 69 61 74 65 6C 79 21 21	00:2 04:1 06:1 08:1 19:1 CD:5 D1:2 D7:1 E0:2 E3:7	101	5	2	False	confirmed-record	[TOP][SPEAKER:04]I [E3]Xthat!\nAn exclusive!\fA st[E3]xcalled the\n[SPEAKER:00] is the\ngoal of [E3][00]Hackers!?\n[E3][19]a scoop!\f[E3][06]go [E3]>[E3][08]write\nan article immediately!!		pending			
EN-06C45B	main-dialogue-2	0x06C45B	0x06C485	42	D7 20 49 20 E3 0F 74 65 6C 6C 2C 20 62 75 74 CD 20 73 6F 6D 65 74 68 69 6E 67 60 73 20 73 75 73 70 69 63 69 6F 75 73 2E 2E 2E	0F:1 CD:1 D7:1 E3:1	38	1	0	False	confirmed-record	[TOP] I [E3][0F]tell, but\n something`s suspicious...		pending			
EN-06C486	main-dialogue-2	0x06C486	0x06C4CC	70	D7 20 C2 00 20 63 68 65 63 6B 65 64 20 E3 4A 74 68 65 CD C3 02 20 57 61 6C 6C C3 00 2E D1 C9 14 20 E3 48 E3 16 61 20 68 69 64 64 65 6E CD 20 70 61 73 73 61 67 65 20 6F 6E CD 20 E3 00 6F 74 E3 F6 73 69 64 65 21	00:3 02:1 14:1 16:1 C2:1 C3:2 C9:1 CD:3 D1:1 D7:1 E3:5 F6:1	49	3	1	True	confirmed-record	[TOP] [NAME] checked [E3]Jthe\n[YELLOW] Wall[/HIGHLIGHT].\f[C9][14] [E3]H[E3][16]a hidden\n passage on\n [E3][00]ot[E3][F6]side!		pending			
EN-06C6B8	main-dialogue-2	0x06C6B8	0x06C6F5	61	D7 E0 04 45 76 65 72 20 73 69 6E 63 65 20 49 20 73 61 77 20 68 69 6D 2E CD C3 02 E3 09 E3 4E E3 C6 E3 0C E3 44 64 6F 67 21 CD C3 00 E3 04 E3 BD E3 18 E3 44 6D 65 64 69 63 69 6E 65 2E	00:1 02:1 04:2 09:1 0C:1 18:1 BD:1 C3:2 C6:1 CD:2 D7:1 E0:1 E3:9	37	2	0	True	confirmed-record	[TOP][SPEAKER:04]Ever since I saw him.\n[YELLOW][E3][09][E3]N[E3][C6][E3][0C][E3]Ddog!\n[/HIGHLIGHT][E3][04][E3][BD][E3][18][E3]Dmedicine.		pending			
EN-06C6F6	main-dialogue-2	0x06C6F6	0x06C71E	40	D7 E0 04 E3 0B 74 65 72 72 69 66 69 63 21 CD E3 A2 74 6F 20 E3 01 68 65 2C CD 74 6F 6F 2C 20 69 73 20 73 61 76 65 64 21	01:1 04:1 0B:1 A2:1 CD:2 D7:1 E0:1 E3:3	29	2	0	False	confirmed-record	[TOP][SPEAKER:04][E3][0B]terrific!\n[E3][A2]to [E3][01]he,\ntoo, is saved!		pending			
EN-06C788	main-dialogue-2	0x06C788	0x06C7C9	65	D7 E0 04 57 61 69 74 21 3F 20 57 6F 75 6C 64 20 E3 01 64 65 73 65 72 74 CD 61 20 77 6F 75 6E 64 65 64 20 6D 61 6E 3F 20 4C 69 73 74 65 6E CD 74 6F 20 6D 79 20 73 74 6F 72 79 20 66 69 72 73 74 21	01:1 04:1 CD:2 D7:1 E0:1 E3:1	58	2	0	False	confirmed-record	[TOP][SPEAKER:04]Wait!? Would [E3][01]desert\na wounded man? Listen\nto my story first!		pending			
EN-06C7CA	main-dialogue-2	0x06C7CA	0x06C853	137	D7 E0 04 57 65 6C 6C 2C D1 C9 1E E3 3E 74 6F 20 77 6F 72 6B 21 20 E3 04 48 61 63 6B 65 72 73 CD E3 1C 75 70 20 74 6F 20 73 6F 6D 65 74 68 69 6E 67 CD 69 6E 20 E3 0E 6D 61 6E 73 69 6F 6E 21 D1 E3 19 69 73 20 E3 CB 67 6F 61 6C 3F CD 49 20 E3 02 74 6F 20 E3 4D 6F 75 74 CD E3 23 69 74 20 69 73 21 CD C9 1E E3 34 46 6C 61 76 6F 6E 2C 20 E3 30 63 61 72 65 2E D1 C2 00 2C 20 68 75 72 72 79 20 75 70 21 20 47 6F 21 21	00:1 02:1 04:2 0E:1 19:1 1C:1 1E:2 C2:1 C9:2 CB:1 CD:5 D1:3 D7:1 E0:1 E3:11	103	5	3	False	confirmed-record	[TOP][SPEAKER:04]Well,\f[C9][1E][E3]>to work! [E3][04]Hackers\n[E3][1C]up to something\nin [E3][0E]mansion!\f[E3][19]is [E3][CB]goal?\nI [E3][02]to [E3]Mout\n[E3]#it is!\n[C9][1E][E3]4Flavon, [E3]0care.\f[NAME], hurry up! Go!!		pending			
EN-06C911	main-dialogue-2	0x06C911	0x06C965	84	D7 CB 02 56 51 53 C9 02 0A 67 80 02 1D 05 CC 02 1D 34 CC A9 50 FF 8D 6E 05 02 3C 17 02 D0 A4 01 02 3E FF 02 CB AD 72 08 F0 01 6B 02 1F DB D9 02 1D 87 CC 02 33 50 FF 02 CF 80 C8 86 6B 02 1D 87 CC 6B 02 1D 50 CC 6B D7 42 6F 77 20 77 6F 77 20 77 6F 77 21	01:2 02:14 05:2 08:1 0A:1 17:1 1D:5 1F:1 80:2 86:1 87:2 8D:1 A4:1 A9:1 AD:1 C8:1 C9:1 CB:2 CC:5 CF:1 D0:1 D7:2 D9:1 DB:1 F0:1 FF:3	29	0	0	False	confirmed-record	[TOP][CB][02]VQS[C9][02][0A]g[80][02][1D][05][CC][02][1D]4[CC][A9]P[FF][8D]n[05][02]<[17][02][WIPE][A4][01][02]>[FF][02][CB][AD]r[08][F0][01]k[02][1F][DB][TOP2][02][1D][87][CC][02]3P[FF][02][CF][80][C8][86]k[02][1D][87][CC]k[02][1D]P[CC]k[TOP]Bow wow wow!		pending			
EN-06C966	main-dialogue-2	0x06C966	0x06CAC6	352	D7 48 61 76 65 6E 60 74 20 77 65 20 6D 65 74 20 62 65 66 6F 72 65 3F CD C9 1E E3 6B E3 01 C2 00 3F CD C9 1E E3 09 E3 C6 E3 2D E3 05 66 61 74 68 65 72 2E D1 E3 03 C3 02 46 6C 61 76 6F 6E C9 1E C3 00 2E CD 49 20 E3 3B E3 05 66 61 74 68 65 72 2E CD 49 20 E3 6E 70 61 72 74 2D 77 61 79 CD E3 10 68 69 6D 2E 2E 2E D1 4F 75 63 68 21 CD C9 1E 49 20 E3 16 62 65 69 6E 67 20 63 68 61 73 65 64 20 62 79 CD E3 00 48 61 63 6B 65 72 73 2C 20 E3 08 62 75 6D 70 65 64 CD 6D 79 20 68 69 70 2E D1 C3 02 57 6F 75 6C 64 20 E3 01 E3 6D 6D 65 20 6C 6F 6F 6B CD E3 0C 6D 79 20 62 61 67 3F 20 CD C3 00 4D 79 20 E3 BD E3 99 E3 18 69 74 2E D1 41 20 77 68 69 74 65 20 64 6F 67 CD 6E 61 6D 65 64 20 50 61 72 73 6C 65 79 2E D1 D3 55 CA D7 E0 0F 50 61 72 73 6C 65 79 20 69 73 20 61 20 6C 69 74 74 6C 65 CD 77 68 69 74 65 20 E3 BD 77 69 74 68 CD 61 20 70 61 63 6B 20 6F 6E 20 E3 44 62 61 63 6B 2E D1 48 65 20 C3 02 6C 69 6B 65 73 20 73 68 69 6E 79 20 74 68 69 6E 67 73 C3 00 2E CD 48 65 60 6C 6C 20 E3 20 74 6F 20 79 6F 75 CD 69 66 20 E3 01 E3 85 68 69 6D CD E3 21 62 72 69 67 68 74 2E	00:5 01:3 02:3 03:1 05:2 08:1 09:1 0C:1 0F:1 10:1 16:1 18:1 1E:4 85:1 99:1 BD:2 C2:1 C3:6 C6:1 C9:4 CA:1 CD:16 D1:6 D3:1 D7:2 E0:1 E3:26	258	16	6	True	confirmed-record	[TOP]Haven`t we met before?\n[C9][1E][E3]k[E3][01][NAME]?\n[C9][1E][E3][09][E3][C6][E3]-[E3][05]father.\f[E3][03][YELLOW]Flavon[C9][1E][/HIGHLIGHT].\nI [E3];[E3][05]father.\nI [E3]npart-way\n[E3][10]him...\fOuch!\n[C9][1E]I [E3][16]being chased by\n[E3][00]Hackers, [E3][08]bumped\nmy hip.\f[YELLOW]Would [E3][01][E3]mme look\n[E3][0C]my bag? \n[/HIGHLIGHT]My [E3][BD][E3][99][E3][18]it.\fA white dog\nnamed Parsley.\f[D3]U[CA][TOP][SPEAKER:0F]Parsley is a little\nwhite [E3][BD]with\na pack on [E3]Dback.\fHe [YELLOW]likes shiny things[/HIGHLIGHT].\nHe`ll [E3] to you\nif [E3][01][E3][85]him\n[E3]!bright.		pending			
EN-06CAC7	main-dialogue-2	0x06CAC7	0x06CAE9	34	D7 E0 0F 4F 68 21 CD E3 FA 62 72 6F 75 67 68 74 20 50 61 72 73 6C 65 79 21 CD E3 03 73 61 76 65 64 21	03:1 0F:1 CD:2 D7:1 E0:1 E3:2 FA:1	25	2	0	False	confirmed-record	[TOP][SPEAKER:0F]Oh!\n[E3][FA]brought Parsley!\n[E3][03]saved!		pending			
EN-06CAEA	main-dialogue-2	0x06CAEA	0x06CBD6	236	D7 E0 0F DC 09 2E 2E 2E DC 00 C9 1E 49 73 20 73 68 65 20 67 6F 6E 65 3F CD C9 1E 47 6F 6F 64 2E 20 41 74 20 6C 61 73 74 20 77 65 20 63 61 6E CD E3 3D 63 61 6C 6D 6C 79 2E D1 C2 00 2C 20 64 6F 20 E3 01 E3 3B 6F 66 20 74 68 65 CD E0 00 20 53 74 6F 6E 65 3F 20 44 69 64 CD E3 05 E3 1D E3 4F 79 6F 75 3F D1 E3 40 E3 1D E3 16 6C 6F 6F 6B 69 6E 67 CD E3 0C E3 00 73 74 6F 6E 65 2C D1 E3 22 73 6F 6D 65 68 6F 77 20 E3 00 48 61 63 6B 65 72 73 CD E3 2F E3 4A 68 65 20 E3 16 6C 6F 6F 6B 69 6E 67 CD E3 0C 69 74 2E D1 57 65 60 6C 6C 20 E3 3D E3 C1 6C 61 74 65 72 2E CD E3 A3 E0 00 20 E3 18 74 6F CD 62 65 20 66 6F 75 6E 64 2C 20 E3 F2 74 68 65 CD E3 46 64 6F 2E 20 51 75 69 63 6B 6C 79 2E 2E 2E DE D7 CD 4F 75 63 68 21	00:6 01:1 05:1 09:1 0C:2 0F:1 16:2 18:1 1D:2 1E:2 A3:1 C1:1 C2:1 C9:2 CD:11 D1:4 D7:2 DC:2 DE:1 E0:3 E3:23 F2:1	165	11	4	False	confirmed-record	[TOP][SPEAKER:0F][DC][09]...[DC][00][C9][1E]Is she gone?\n[C9][1E]Good. At last we can\n[E3]=calmly.\f[NAME], do [E3][01][E3];of the\n[SPEAKER:00] Stone? Did\n[E3][05][E3][1D][E3]Oyou?\f[E3]@[E3][1D][E3][16]looking\n[E3][0C][E3][00]stone,\f[E3]"somehow [E3][00]Hackers\n[E3]/[E3]Jhe [E3][16]looking\n[E3][0C]it.\fWe`ll [E3]=[E3][C1]later.\n[E3][A3][SPEAKER:00] [E3][18]to\nbe found, [E3][F2]the\n[E3]Fdo. Quickly...[DE][TOP]\nOuch!		pending			
EN-06CBD7	main-dialogue-2	0x06CBD7	0x06CC86	175	D7 E0 0F 4D 79 20 68 69 70 20 69 73 20 73 74 69 6C 6C 2E 2E 2E 2E 2E 2E CD C9 28 C2 00 2C 20 CD E3 01 67 6F 20 6F 6E 20 E3 69 6D 65 2E DE D7 E3 06 E3 37 E3 01 E3 0E C3 02 4C 69 67 68 74 C3 00 2C CD 73 6F 20 E3 01 E3 14 E3 4D E3 05 77 61 79 2E CD E3 D0 69 74 20 65 61 73 79 2E DE D7 20 C2 00 20 72 65 63 65 69 76 65 64 CD 20 E3 00 C3 02 4C 69 67 68 74 C3 00 21 CC D7 E3 45 E3 21 49 60 64 CD E3 2D 74 6F 20 E3 37 79 6F 75 2C 20 62 75 74 CD E3 05 E3 4C 66 75 6C 6C 2E CD E3 A5 72 69 64 20 6F 66 20 73 6F 6D 65 74 68 69 6E 67 2E	00:5 01:3 02:2 05:2 06:1 0E:1 0F:1 14:1 A5:1 C2:2 C3:4 C9:1 CC:1 CD:8 D0:1 D7:4 DE:2 E0:1 E3:19	115	8	0	True	confirmed-record	[TOP][SPEAKER:0F]My hip is still......\n[C9]([NAME], \n[E3][01]go on [E3]ime.[DE][TOP][E3][06][E3]7[E3][01][E3][0E][YELLOW]Light[/HIGHLIGHT],\nso [E3][01][E3][14][E3]M[E3][05]way.\n[E3][WIPE]it easy.[DE][TOP] [NAME] received\n [E3][00][YELLOW]Light[/HIGHLIGHT]![CC][TOP][E3]E[E3]!I`d\n[E3]-to [E3]7you, but\n[E3][05][E3]Lfull.\n[E3][A5]rid of something.		pending			
EN-06CC87	main-dialogue-2	0x06CC87	0x06CCE1	90	D7 E0 0F E3 03 E3 25 74 6F 20 74 68 65 CD C3 02 52 6F 6F 6D 20 6E 65 61 72 20 E3 00 57 65 73 74 20 48 61 6C 6C C3 00 CD 74 6F 20 E3 30 61 20 E3 39 62 72 65 61 6B 2E D1 E3 09 E3 14 E3 4D 6D 65 20 74 68 65 72 65 2E CD C9 1E 49 20 61 6D 20 73 6F 20 61 73 68 61 6D 65 64 2E	00:2 02:1 03:1 09:1 0F:1 14:1 1E:1 C3:2 C9:1 CD:3 D1:1 D7:1 E0:1 E3:8	65	3	1	True	confirmed-record	[TOP][SPEAKER:0F][E3][03][E3]%to the\n[YELLOW]Room near [E3][00]West Hall[/HIGHLIGHT]\nto [E3]0a [E3]9break.\f[E3][09][E3][14][E3]Mme there.\n[C9][1E]I am so ashamed.		pending			
EN-06CD58	main-dialogue-2	0x06CD58	0x06CD7A	34	D7 C3 03 DC 01 CD E3 34 77 65 6C 6C 2E CD C9 3C DC 00 48 65 6C 6C 6F 20 C9 1E 74 68 65 72 65 2E C3 00	00:2 01:1 03:1 1E:1 C3:2 C9:2 CD:2 D7:1 DC:2 E3:1	19	2	0	True	confirmed-record	[TOP][PINK][DC][01]\n[E3]4well.\n[C9]<[DC][00]Hello [C9][1E]there.[/HIGHLIGHT]		pending			
EN-06CD7B	main-dialogue-2	0x06CD7B	0x06CDF1	118	D7 C3 03 57 65 6C 6C 2E 2E 2E 20 E3 09 68 61 76 65 CD C9 28 E3 21 6E 69 63 65 20 E3 10 79 6F 75 2E CD 41 20 62 72 69 67 68 74 2C 20 73 68 69 6E 79 20 73 74 6F 6E 65 2E CD C9 1E 4C 69 6B 65 20 E3 00 E3 78 49 20 68 61 76 65 2E 2E 2E D1 49 20 E3 29 E3 15 6F 6E 65 2C 20 74 6F 6F 2E CD C9 1E E3 45 61 20 67 72 65 61 74 CD 70 6F 77 65 72 20 69 6E 20 69 74 2E	00:1 03:1 09:1 10:1 15:1 1E:2 C3:1 C9:3 CD:5 D1:1 D7:1 E3:8	92	5	1	True	confirmed-record	[TOP][PINK]Well... [E3][09]have\n[C9]([E3]!nice [E3][10]you.\nA bright, shiny stone.\n[C9][1E]Like [E3][00][E3]xI have...\fI [E3])[E3][15]one, too.\n[C9][1E][E3]Ea great\npower in it.		pending			
EN-06CE4C	main-dialogue-2	0x06CE4C	0x06CEA2	86	D7 C3 03 DC 01 48 65 79 2E 2E 2E CD C9 1E DC 00 E3 ED E3 01 64 65 73 74 72 6F 79 20 E3 AD 61 6C 6C 3F CD C9 3C E3 2A 77 65 6C 6C 2E 20 E3 06 6F 76 65 72 6C 6F 6F 6B CD 69 74 20 E3 0E 74 69 6D 65 2E D1 CD 42 75 74 2C 20 C9 32 E3 01 E3 0F E3 37 75 70 2E C3 00	00:2 01:3 03:1 06:1 0E:1 0F:1 1E:1 AD:1 C3:2 C9:3 CD:4 D1:1 D7:1 DC:2 E3:9 ED:1	52	4	1	True	confirmed-record	[TOP][PINK][DC][01]Hey...\n[C9][1E][DC][00][E3][ED][E3][01]destroy [E3][AD]all?\n[C9]<[E3]*well. [E3][06]overlook\nit [E3][0E]time.\f\nBut, [C9]2[E3][01][E3][0F][E3]7up.[/HIGHLIGHT]		pending			
EN-06CFAA	main-dialogue-2	0x06CFAA	0x06CFC3	25	D7 20 E3 04 64 6F 6F 72 20 69 73 20 63 6C 6F 73 65 64 20 74 69 67 68 74 2E	04:1 D7:1 E3:1	22	0	0	False	confirmed-record	[TOP] [E3][04]door is closed tight.		pending			
EN-06D048	main-dialogue-2	0x06D048	0x06D07C	52	D7 20 E3 04 62 6F 6F 6B 20 73 61 69 64 2E 2E 2E CD C9 28 C3 02 5B 53 68 65 20 E3 12 67 75 69 64 65 20 E3 01 74 6F CD 20 E3 23 E3 01 73 65 65 6B 2E 5D C3 00	00:1 01:2 02:1 04:1 12:1 C3:2 C9:1 CD:2 D7:1 E3:5	35	2	0	True	confirmed-record	[TOP] [E3][04]book said...\n[C9]([YELLOW][She [E3][12]guide [E3][01]to\n [E3]#[E3][01]seek.][/HIGHLIGHT]		pending			
EN-06D117	main-dialogue-2	0x06D117	0x06D125	14	D7 20 C2 00 20 E3 D1 E3 00 62 6F 6F 6B 2E	00:2 C2:1 D1:1 D7:1 E3:2	7	0	1	False	confirmed-record	[TOP] [NAME] [E3]\f[E3][00]book.		pending			
EN-06D4B3	main-dialogue-2	0x06D4B3	0x06D5AC	249	D7 80 CD D7 C3 02 20 4D 79 20 57 6F 6E 64 65 72 66 75 6C 20 4C 69 66 65 CD 20 56 6F 6C 75 6D 65 20 31 CD CD 20 62 79 20 43 6F 75 6E 74 20 50 72 69 6E 6B 79 D1 5B E3 04 E3 79 69 73 20 66 69 6E 69 73 68 65 64 2E CD 20 53 6F 20 E3 53 64 65 63 69 64 65 64 20 74 6F 20 73 74 61 72 74 CD 20 77 72 69 74 69 6E 67 20 6D 79 20 6D 65 6D 6F 69 72 73 2E D1 20 49 20 68 61 64 20 61 20 E3 F5 73 69 74 65 CD 20 63 68 6F 73 65 6E 2C 20 E3 22 E3 21 69 6E CD 20 E3 15 73 70 6F 74 20 E3 D9 74 6F CD 20 E3 DA E3 E7 61 77 61 79 2E D1 20 E3 04 62 6F 79 20 49 20 6D 65 74 2C 20 77 65 6E 74 CD 20 E3 4B E3 10 6E 6F 20 70 72 6F 62 6C 65 6D 2E CD 20 41 63 74 75 61 6C 6C 79 2C 20 E3 4B E3 1C 6D 61 6E 79 CD 20 6D 79 73 74 65 72 69 6F 75 73 20 E3 B0 68 65 72 65 2E 5D C3 00	00:1 02:1 04:2 10:1 15:1 1C:1 80:1 B0:1 C3:2 CD:12 D1:3 D7:2 D9:1 DA:1 E3:16 E7:1 F5:1	201	12	3	True	confirmed-record	[TOP][80]\n[TOP][YELLOW] My Wonderful Life\n Volume 1\n\n by Count Prinky\f[[E3][04][E3]yis finished.\n So [E3]Sdecided to start\n writing my memoirs.\f I had a [E3][F5]site\n chosen, [E3]"[E3]!in\n [E3][15]spot [E3][TOP2]to\n [E3][DA][E3][E7]away.\f [E3][04]boy I met, went\n [E3]K[E3][10]no problem.\n Actually, [E3]K[E3][1C]many\n mysterious [E3][B0]here.][/HIGHLIGHT]		pending			
EN-06D5AD	main-dialogue-2	0x06D5AD	0x06D690	227	D7 C3 02 20 4D 79 20 57 6F 6E 64 65 72 66 75 6C 20 4C 69 66 65 CD 20 56 6F 6C 75 6D 65 20 32 CD CD 20 62 79 20 43 6F 75 6E 74 20 50 72 69 6E 6B 79 D1 5B 54 6F 64 61 79 20 61 20 67 75 65 73 74 20 E3 7E 74 6F CD 20 76 69 73 69 74 2E 20 49 20 6D 65 74 20 E3 5A 69 6E 20 74 68 65 CD 20 77 6F 6F 64 73 2E D1 20 41 20 62 6C 6F 6E 64 2D 68 61 69 72 65 64 CD 20 6B 69 64 20 E3 A0 6C 6F 6F 6B 65 64 CD 20 61 20 6C 6F 74 20 E3 2D 6D 65 2E D1 20 E3 53 63 6F 6D 6D 69 73 73 69 6F 6E 65 64 20 E3 5A 74 6F CD 20 62 75 69 6C 64 20 6D 65 20 61 20 C3 03 43 6C 6F 63 6B 20 54 6F 77 65 72 C3 02 2E CD 20 E3 1A E3 5D 61 74 20 6D 61 6B 69 6E 67 CD 20 74 72 69 63 6B 20 64 65 76 69 63 65 73 2E 5D C3 00	00:1 02:2 03:1 1A:1 A0:1 C3:4 CD:10 D1:3 D7:1 E3:8	195	10	3	True	confirmed-record	[TOP][YELLOW] My Wonderful Life\n Volume 2\n\n by Count Prinky\f[Today a guest [E3]~to\n visit. I met [E3]Zin the\n woods.\f A blond-haired\n kid [E3][A0]looked\n a lot [E3]-me.\f [E3]Scommissioned [E3]Zto\n build me a [PINK]Clock Tower[YELLOW].\n [E3][1A][E3]]at making\n trick devices.][/HIGHLIGHT]		pending			
EN-06D691	main-dialogue-2	0x06D691	0x06D7F6	357	D7 C3 02 20 4D 79 20 57 6F 6E 64 65 72 66 75 6C 20 4C 69 66 65 CD 20 20 20 56 6F 6C 75 6D 65 20 33 CD CD 20 62 79 20 43 6F 75 6E 74 20 50 72 69 6E 6B 79 D1 5B 52 61 73 6B 20 69 73 20 66 69 6E 69 73 68 65 64 CD 20 62 75 69 6C 64 69 6E 67 20 74 68 65 CD 20 43 6C 6F 63 6B 20 54 6F 77 65 72 2E CD 20 48 65 20 E3 BC 61 20 E3 55 6A 6F 62 2E D1 20 4F 6E 20 E3 00 74 6F 70 20 66 6C 6F 6F 72 20 68 65 CD 20 70 75 74 20 61 20 62 6C 6F 6E 64 2D 68 61 69 72 65 64 CD 20 64 6F 6C 6C 20 E3 F4 63 6F 6F 72 64 69 6E 61 74 65 64 D1 20 E3 10 E3 00 6D 6F 76 65 6D 65 6E 74 CD 20 6F 66 20 E3 00 63 6C 6F 63 6B 2E D1 20 49 20 67 61 76 65 20 E3 00 6E 61 6D 65 CD C3 03 20 4D 61 6D 75 72 61 6E 61 C3 02 20 74 6F 20 E3 00 64 6F 6C 6C 2E CD C9 14 20 49 67 6F 72 20 E3 35 73 63 6F 77 6C 65 64 2E CD C9 14 20 E3 62 E3 16 72 75 64 65 21 D1 20 52 61 73 6B 20 77 61 6E 74 73 20 6D 65 20 74 6F 20 68 69 64 65 20 61 CD 20 73 74 E3 78 69 6E 20 E3 00 6D 61 6E 73 69 6F 6E 2E CD 20 49 2E 2E 2E C9 3C E3 2A 77 65 6C 6C 2C CD C9 1E 20 6E 6F 20 73 65 6E 73 65 20 77 72 69 74 69 6E 67 20 69 74 2E 2E 5D C3 00	00:7 02:2 03:1 10:1 14:2 16:1 1E:1 BC:1 C3:4 C9:4 CD:15 D1:5 D7:1 E3:15 F4:1	296	15	5	True	confirmed-record	[TOP][YELLOW] My Wonderful Life\n   Volume 3\n\n by Count Prinky\f[Rask is finished\n building the\n Clock Tower.\n He [E3][BC]a [E3]Ujob.\f On [E3][00]top floor he\n put a blond-haired\n doll [E3][F4]coordinated\f [E3][10][E3][00]movement\n of [E3][00]clock.\f I gave [E3][00]name\n[PINK] Mamurana[YELLOW] to [E3][00]doll.\n[C9][14] Igor [E3]5scowled.\n[C9][14] [E3]b[E3][16]rude!\f Rask wants me to hide a\n st[E3]xin [E3][00]mansion.\n I...[C9]<[E3]*well,\n[C9][1E] no sense writing it..][/HIGHLIGHT]		pending			
EN-06D7F7	main-dialogue-2	0x06D7F7	0x06D913	284	D7 C3 02 20 4D 79 20 57 6F 6E 64 65 72 66 75 6C 20 4C 69 66 65 CD 20 20 20 56 6F 6C 75 6D 65 20 34 CD CD 20 62 79 20 43 6F 75 6E 74 20 50 72 69 6E 6B 79 D1 5B E3 48 E3 1C 6D 61 6E 79 CD 20 6D 79 73 74 65 72 69 6F 75 73 20 E3 B0 69 6E CD 20 E3 0E 6C 61 6E 64 2E 20 57 69 74 68 CD 20 6D 79 20 62 6F 64 79 20 67 6F 6E 65 2C D1 20 E3 03 E3 35 6B 65 70 74 20 77 72 69 74 69 6E 67 2E D1 20 49 20 63 6F 75 6C 64 6E 60 74 20 68 69 64 65 20 52 61 73 6B 60 73 CD 20 73 74 E3 78 69 6E 20 74 68 65 72 65 2E CD 20 49 20 E3 0F 72 65 73 74 20 74 68 69 6E 6B 69 6E 67 CD 20 E3 0A E3 15 65 76 69 6C 20 74 68 69 6E 67 2E D1 20 52 61 73 6B 20 E3 A8 E3 00 62 6F 79 CD 20 E3 2B E3 20 74 6F 20 70 69 63 6B 20 75 70 CD 20 E3 00 73 74 6F 6E 65 2E D1 20 49 20 77 6F 6E 64 65 72 CD 20 69 66 20 68 65 20 E3 12 62 65 20 61 62 6C 65 CD 20 74 6F 20 64 65 66 65 61 74 20 69 74 2E 5D	00:2 02:1 03:1 0A:1 0E:1 0F:1 12:1 15:1 1C:1 A8:1 B0:1 C3:1 CD:13 D1:5 D7:1 E3:16	236	13	5	True	confirmed-record	[TOP][YELLOW] My Wonderful Life\n   Volume 4\n\n by Count Prinky\f[[E3]H[E3][1C]many\n mysterious [E3][B0]in\n [E3][0E]land. With\n my body gone,\f [E3][03][E3]5kept writing.\f I couldn`t hide Rask`s\n st[E3]xin there.\n I [E3][0F]rest thinking\n [E3][0A][E3][15]evil thing.\f Rask [E3][A8][E3][00]boy\n [E3]+[E3] to pick up\n [E3][00]stone.\f I wonder\n if he [E3][12]be able\n to defeat it.]		pending			
EN-06D95C	main-dialogue-2	0x06D95C	0x06D96B	15	D7 CD 20 43 6C 6F 63 6B 20 54 6F 77 65 72 CD	CD:2 D7:1	12	2	0	False	confirmed-record	[TOP]\n Clock Tower\n		pending			
EN-06D96C	main-dialogue-2	0x06D96C	0x06D999	45	D7 CD 20 E3 04 66 75 74 75 72 65 20 69 73 CD 20 E3 1E 64 65 63 69 64 65 64 2C CD 20 69 74 20 69 73 20 74 6F 20 62 65 20 6D 61 64 65 2E	04:1 1E:1 CD:3 D7:1 E3:2	37	3	0	False	confirmed-record	[TOP]\n [E3][04]future is\n [E3][1E]decided,\n it is to be made.		pending			
EN-06D99A	main-dialogue-2	0x06D99A	0x06D9B3	25	D7 CD 20 43 6C 6F 63 6B 20 54 69 63 6B 20 44 6F 6C 6C 73 60 20 52 6F 6F 6D	CD:1 D7:1	23	1	0	False	confirmed-record	[TOP]\n Clock Tick Dolls` Room		pending			
